session,bars,bars_in_trade,trades_entered,gate_open_pct,session_pnl,sharpe_intra,beta,hl_median
2025-07-08,391,0,0,0.0153,-0.0178,-2.4225,1.00366,3.59
2025-07-09,391,1,1,0.0153,-0.1534,-2.528,1.00374,3.45
2025-07-10,388,1,1,0.0258,-0.2157,-2.7057,1.003881,3.18
2025-07-11,391,7,5,0.0921,-0.4621,-4.8441,1.004241,2.3
2025-07-14,387,16,13,0.1292,-1.0787,-6.5436,1.004281,2.18
2025-07-15,391,0,0,0.0384,-0.0849,-2.941,1.004298,2.19
2025-07-16,391,8,5,0.0358,-0.2094,-3.5294,1.004782,2.02
2025-07-17,391,0,0,0.0179,-0.0204,-2.6496,1.004493,2.8
2025-07-18,390,0,0,0.0205,-0.1189,-3.2351,1.003894,20.0
2025-07-21,390,0,0,0.0,0.0,0.0,1.002269,20.0
2025-07-22,391,1,1,0.0128,-0.0913,-2.269,1.000846,2.95
2025-07-23,391,7,5,0.0358,-0.3513,-4.0057,1.000547,4.1
2025-07-24,390,2,2,0.0103,-0.0856,-2.1759,1.000591,2.46
2025-07-25,390,0,0,0.0,0.0,0.0,1.000595,20.0
2025-07-28,390,5,4,0.0282,-0.2323,-3.4743,1.000665,2.53
2025-07-29,388,20,12,0.1314,-0.7913,-6.048,1.000357,5.06
2025-07-30,391,7,7,0.0358,-0.507,-3.7041,0.999591,3.65
2025-07-31,390,7,5,0.0256,-0.3646,-3.0856,1.000197,2.2
2025-08-01,391,2,2,0.0384,-0.1871,-2.6435,1.000389,4.16
2025-08-04,391,1,1,0.0537,-0.2327,-4.2182,1.000415,2.04
2025-08-05,390,0,0,0.0128,-0.0266,-2.181,1.000057,2.01
2025-08-06,390,8,8,0.0615,-0.7248,-4.5155,1.000164,2.41
2025-08-07,389,0,0,0.0103,-0.0655,-2.6572,1.000173,6.94
2025-08-08,390,3,3,0.0231,-0.2886,-3.0159,0.999731,4.41
2025-08-11,390,9,7,0.0462,-0.3937,-4.5733,0.999819,2.33
2025-08-12,390,17,8,0.0692,-0.7823,-4.1365,0.999893,2.18
2025-08-13,388,0,0,0.0103,-0.0358,-2.2138,1.000112,2.37
2025-08-14,386,2,2,0.0337,-0.2501,-3.0472,1.00019,2.78
2025-08-15,388,0,0,0.0,0.0,0.0,1.00041,20.0
2025-08-18,389,3,3,0.0257,-0.2436,-2.78,1.000598,3.65
2025-08-19,390,9,7,0.0538,-0.6525,-4.1212,1.000724,4.45
2025-08-20,389,0,0,0.0026,-0.0036,-1.4211,1.000471,2.58
2025-08-21,387,5,5,0.031,-0.3047,-3.5977,0.999413,3.35
2025-08-22,389,0,0,0.0206,-0.0852,-2.761,0.998898,3.95
2025-08-25,390,10,6,0.0513,-0.404,-4.2438,0.998971,3.25
2025-08-26,391,2,2,0.0128,-0.1345,-2.4402,0.999714,12.48
2025-08-27,388,3,3,0.0258,-0.2164,-3.0391,0.999909,2.49
2025-08-28,391,3,2,0.0281,-0.249,-2.6444,1.000512,3.65
2025-08-29,391,5,4,0.0614,-0.3844,-4.1985,1.001684,4.53
2025-09-02,391,3,3,0.0179,-0.1341,-2.1889,1.001036,2.61
2025-09-03,391,1,1,0.0026,-0.0462,-1.4179,0.999635,17.35
2025-09-04,391,2,2,0.0077,-0.1606,-2.2516,0.999325,5.78
2025-09-05,391,0,0,0.0,0.0,0.0,0.99886,20.0
2025-09-08,391,0,0,0.0153,-0.0551,-2.2577,0.998497,2.65
2025-09-09,391,0,0,0.0,0.0,0.0,0.998417,20.0
2025-09-10,391,5,3,0.0205,-0.1462,-2.7188,0.998468,3.67
2025-09-11,390,2,2,0.0282,-0.1807,-2.8767,0.998462,2.02
2025-09-12,391,0,0,0.0307,-0.048,-2.8012,0.998581,4.79
2025-09-15,391,0,0,0.0,0.0,0.0,0.998689,20.0
2025-09-16,391,2,1,0.0205,-0.0766,-2.8946,0.998795,2.2
2025-09-17,391,1,1,0.0128,-0.0501,-2.3847,0.998699,3.17
2025-09-18,391,4,4,0.0281,-0.1881,-3.3107,0.998495,3.65
2025-09-19,391,2,2,0.0153,-0.1255,-2.6483,0.998385,2.07
2025-09-22,391,1,1,0.0026,-0.0378,-1.4024,0.998363,3.43
2025-09-23,391,9,5,0.0486,-0.2612,-3.5966,0.99849,2.44
2025-09-24,391,0,0,0.0102,-0.0549,-1.8702,0.998481,20.0
2025-09-25,391,0,0,0.0716,-0.2139,-4.8813,0.998429,2.09
2025-09-26,391,3,2,0.0179,-0.0839,-2.0918,0.998551,4.76
2025-09-29,391,2,2,0.0205,-0.1556,-2.368,0.998669,3.34
2025-09-30,391,22,6,0.0614,-0.3663,-3.5584,0.999019,20.0
2025-10-01,391,1,1,0.0179,-0.079,-2.7912,0.998958,2.42
2025-10-02,391,0,0,0.0,0.0,0.0,0.999269,20.0
2025-10-03,391,10,4,0.0716,-0.2969,-5.2368,0.999148,2.0
2025-10-06,391,0,0,0.0,0.0,0.0,0.998893,20.0
2025-10-07,391,4,3,0.0205,-0.1931,-2.5401,0.998731,2.39
2025-10-08,391,0,0,0.0,0.0,0.0,0.998765,20.0
2025-10-09,391,1,1,0.0077,-0.0659,-1.957,0.99885,4.59
2025-10-10,391,1,1,0.0153,-0.0914,-2.8741,0.998768,2.02
2025-10-13,391,0,0,0.0026,-0.0033,-1.3792,0.998929,20.0
2025-10-14,390,2,1,0.041,-0.1406,-3.683,0.999152,2.41
2025-10-15,391,0,0,0.0,0.0,0.0,0.999298,20.0
2025-10-16,391,0,0,0.0026,-0.0084,-1.4161,0.999271,3.23
2025-10-17,391,5,5,0.023,-0.2093,-3.4188,0.999309,7.8
2025-10-20,391,0,0,0.0,0.0,0.0,0.999435,20.0
2025-10-21,391,0,0,0.0102,-0.0237,-2.2556,0.999664,12.63
2025-10-22,391,0,0,0.0,0.0,0.0,0.99974,20.0
2025-10-23,391,0,0,0.0026,-0.0134,-1.3991,0.999734,3.24
2025-10-24,391,6,3,0.0384,-0.1362,-3.2372,0.9999,2.22
2025-10-27,391,3,2,0.0102,-0.1143,-2.0329,0.999982,10.76
2025-10-28,391,0,0,0.0026,-0.0114,-1.4178,1.000105,7.63
2025-10-29,391,0,0,0.0,0.0,0.0,1.000081,20.0
2025-10-30,391,0,0,0.0179,-0.1069,-3.1255,1.000209,4.95
2025-10-31,391,2,1,0.0051,-0.025,-1.679,1.000318,16.66
2025-11-03,391,11,7,0.0512,-0.4758,-4.4449,1.000394,8.48
2025-11-04,391,12,8,0.0512,-0.4609,-4.6496,1.000467,3.06
2025-11-05,391,3,2,0.0128,-0.1194,-2.5415,1.000596,7.05
2025-11-06,391,4,3,0.023,-0.1445,-3.0056,1.000681,4.12
2025-11-07,391,0,0,0.0026,-0.0144,-1.4135,1.000734,3.4
2025-11-10,391,1,1,0.0026,-0.02,-1.4024,1.000928,2.57
2025-11-11,391,2,1,0.0281,-0.1232,-2.9134,1.0009,2.28
2025-11-12,391,1,1,0.0051,-0.0856,-1.6449,1.000833,3.09
2025-11-13,391,0,0,0.0026,-0.0176,-1.4126,1.000772,3.53
2025-11-14,391,2,2,0.0179,-0.0747,-2.4215,1.000677,5.98
2025-11-17,391,16,9,0.0793,-0.4454,-4.7587,1.000653,5.6
2025-11-18,391,14,10,0.1176,-0.6543,-5.4425,1.000421,4.4
2025-11-19,391,6,4,0.0307,-0.2134,-3.4455,0.999995,25.86
2025-11-20,391,1,1,0.0077,-0.1108,-1.9987,0.999821,2.64
2025-11-21,391,0,0,0.0051,-0.0216,-1.4396,0.999135,4.59
2025-11-24,391,6,5,0.0691,-0.3155,-4.5431,0.998838,3.03
2025-11-25,391,0,0,0.0,0.0,0.0,0.998999,20.0
2025-11-26,391,5,5,0.0179,-0.2244,-3.253,0.999256,6.51
2025-11-28,254,0,0,0.0039,0.0,0.0,0.999664,20.0
2025-12-01,391,0,0,0.0026,-0.0002,-1.4174,1.000117,5.59
2025-12-02,391,0,0,0.0,0.0,0.0,0.999787,20.0
2025-12-03,390,16,9,0.1333,-0.7961,-5.2329,0.999348,2.45
2025-12-04,390,0,0,0.0,0.0,0.0,0.999126,20.0
2025-12-05,391,6,5,0.0332,-0.2942,-3.3424,0.998891,6.36
2025-12-08,391,0,0,0.0,0.0,0.0,0.998608,20.0
2025-12-09,391,0,0,0.0026,-0.0057,-1.4074,0.997926,2.23
2025-12-10,391,0,0,0.0153,-0.0408,-2.1794,0.997724,20.0
2025-12-11,391,0,0,0.0,0.0,0.0,0.997624,20.0
2025-12-12,391,1,1,0.0026,-0.0223,-1.3867,0.997341,8.34
2025-12-15,391,0,0,0.0205,-0.0585,-2.8147,0.997495,2.4
2025-12-16,391,2,1,0.0256,-0.0951,-2.3016,0.997609,9.53
2025-12-17,391,3,1,0.0256,-0.1382,-2.4966,0.99734,2.31
2025-12-18,391,3,2,0.0153,-0.077,-2.1467,0.997411,2.66
2025-12-19,391,2,2,0.0128,-0.0788,-2.268,0.997117,2.36
2025-12-22,391,17,6,0.0716,-0.4471,-4.1173,0.997297,6.77
2025-12-23,391,0,0,0.023,-0.046,-3.0989,0.997913,2.14
2025-12-24,217,1,1,0.0092,-0.0242,-2.046,0.998796,17.1
2025-12-26,391,0,0,0.0,0.0,0.0,0.999123,20.0
2025-12-29,391,0,0,0.0,0.0,0.0,0.99972,20.0
2025-12-30,391,1,1,0.0102,-0.0594,-2.0368,1.000052,9.3
2025-12-31,391,0,0,0.0,0.0,0.0,0.999946,20.0
2026-01-02,391,0,0,0.0895,-0.171,-5.3927,0.999969,2.19
2026-01-05,391,0,0,0.0077,-0.0131,-1.8732,1.000076,2.04
2026-01-06,391,2,1,0.046,-0.0852,-3.5117,1.000507,2.46
2026-01-07,391,1,1,0.0256,-0.0518,-2.4755,1.00057,2.09
2026-01-08,391,0,0,0.0102,0.0,0.0,1.000218,19.98
2026-01-09,391,1,1,0.0614,-0.1614,-3.8473,0.999972,20.0
2026-01-12,391,0,0,0.0,0.0,0.0,0.999838,20.0
2026-01-13,391,2,1,0.0179,-0.0613,-2.5819,0.999722,11.37
2026-01-14,391,5,5,0.0486,-0.1829,-3.9864,0.999875,4.25
2026-01-15,391,0,0,0.0,0.0,0.0,0.999363,20.0
2026-01-16,391,6,1,0.023,-0.097,-2.9835,0.998761,2.09
2026-01-20,391,0,0,0.0307,-0.0391,-2.6427,0.998441,2.08
2026-01-21,391,0,0,0.0,0.0,0.0,0.99805,20.0
2026-01-22,391,7,4,0.023,-0.251,-3.0237,0.998241,2.27
2026-01-23,391,0,0,0.0128,-0.0267,-2.2462,0.998424,6.48
2026-01-26,391,6,5,0.0281,-0.2194,-3.6095,0.999042,3.53
2026-01-27,391,0,0,0.0128,-0.0377,-2.3606,0.999006,2.5
2026-01-28,391,0,0,0.0,0.0,0.0,0.999175,20.0
2026-01-29,391,0,0,0.0,0.0,0.0,0.999284,20.0
2026-01-30,391,1,1,0.046,-0.1124,-3.7988,0.998922,2.07
2026-02-02,391,0,0,0.0,0.0,0.0,0.998988,20.0
2026-02-03,391,4,2,0.0205,-0.1318,-2.6233,0.999167,5.98
2026-02-04,391,0,0,0.0,0.0,0.0,0.999271,20.0
2026-02-05,391,3,2,0.0077,-0.0839,-2.0804,0.999391,11.0
2026-02-06,391,0,0,0.0,0.0,0.0,0.999334,20.0
2026-02-09,391,0,0,0.0,0.0,0.0,0.999314,20.0
2026-02-10,391,3,3,0.0384,-0.1806,-3.5754,0.999427,3.26
2026-02-11,391,1,1,0.023,-0.048,-2.1914,0.999512,2.65
2026-02-12,391,5,2,0.0205,-0.1161,-2.6325,0.999709,20.0
2026-02-13,391,0,0,0.0,0.0,0.0,0.999753,20.0
2026-02-17,391,0,0,0.0077,-0.0121,-2.0715,0.999676,20.0
2026-02-18,391,0,0,0.0051,-0.0044,-1.6022,0.999567,20.0
2026-02-19,391,1,1,0.0179,-0.0685,-2.1473,0.999477,2.98
2026-02-20,391,1,1,0.0153,-0.0611,-2.3716,0.999452,4.29
2026-02-23,391,0,0,0.0026,-0.0007,-1.417,0.99948,20.0
2026-02-24,391,4,2,0.0639,-0.1744,-4.9197,0.999621,3.96
2026-02-25,391,5,3,0.0358,-0.1702,-3.3512,0.999703,2.14
2026-02-26,391,1,1,0.0102,-0.0306,-1.4482,0.999707,4.77
2026-02-27,391,2,1,0.0358,-0.0608,-3.9221,0.999528,3.44
2026-03-02,391,1,1,0.0026,-0.0212,-1.3778,1.00005,20.0
2026-03-03,391,0,0,0.0026,0.0,0.0,1.00017,20.0
2026-03-04,391,4,4,0.0256,-0.168,-3.2398,1.00057,2.48
2026-03-05,391,8,5,0.0332,-0.2856,-3.599,1.000122,6.28
2026-03-06,391,2,1,0.0256,-0.0932,-2.463,1.000263,7.39
2026-03-09,391,0,0,0.0077,-0.0371,-2.3246,1.00007,4.06
2026-03-10,391,0,0,0.0,0.0,0.0,1.000192,20.0
2026-03-11,391,3,2,0.0153,-0.0718,-2.3689,1.00006,6.7
2026-03-12,391,0,0,0.0,0.0,0.0,1.000047,20.0
2026-03-13,391,4,3,0.0205,-0.1543,-3.1699,1.000082,2.35
